workerid,rt,color_other,color_target,n_total,response,n_target,slide_number_in_experiment,count,colorblind,language,enjoyment,gender,age,comments,languages,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.time_in_minutes,Answer.catch_trials
0,17330,black,white,100,"[u'Most', u'A lot', u'Many']",80,2,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,15585,black,white,25,"[u'None', u'Zero', u'Nary']",0,3,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,23450,black,white,10,"[u'Half', u'Many', u'Some']",7,4,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,6930,white,black,10,"[u'A few', u'Two', u'Little']",2,5,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,6342,white,black,5,"[u'Most', u'Many', u'Four']",4,6,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,6540,black,white,100,"[u'Most', u'Many', u'Several']",94,7,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,5390,black,white,5,"[u'Two', u'A few', u'Half']",2,8,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,6028,black,white,100,"[u'One', u'Few', u'Little']",1,9,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,8782,black,white,10,"[u'All', u'Ten', u'Many']",10,10,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,7718,white,black,100,"[u'Half', u'A couple', u'A few']",28,11,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
